24,12,13,0.19161776636430078089831
24,12,15,0.66529682603628282541056
24,12,17,0.84458217619759876190448
24,12,19,0.89376594484691337885329
24,12,21,0.90647624135287573845668
24,12,23,0.90969878346642061450295
24,14,13,0.27300485894859200166018
24,14,15,0.20067420072339004285208
24,14,17,0.37995955088470597934599
24,14,19,0.42914331953402059629480
24,14,21,0.44185361603998295589819
24,14,23,0.44507615815352783194446
24,16,13,0.59035013001859539376556
24,16,15,0.11667107034661334925331
24,16,17,0.062614279814702587240607
24,16,19,0.11179804846401720418941
24,16,21,0.12450834496997956379281
24,16,23,0.12773088708352443983908
24,18,13,0.68550033772648702980892
24,18,15,0.21182127805450498529667
24,18,17,0.032535927893189048802751
24,18,19,0.016647840756125568146055
24,18,21,0.029358137262087927749449
24,18,23,0.032580679375632803795720
24,20,13,0.71059473393439632733736
24,20,15,0.23691567426241428282511
24,20,17,0.057630324101098346331196
24,20,19,0.0084465554517837293823891
24,20,21,0.0042637410541786302210042
24,20,23,0.0074862831677235062672754
24,22,13,0.71700382912104957257930
24,22,15,0.24332476944906752806705
24,22,17,0.064039419287751591573131
24,22,19,0.014855650638436974624324
24,22,21,0.0021453541324746150209308
24,22,23,0.0010771879810702610253404
28,14,15,0.75828111524546419782478
28,14,17,1.7039836953308133431583
28,14,19,1.9076155410143188674113
28,14,21,1.9533974759546126199971
28,14,23,1.9642799627919212937640
28,14,25,1.9669375072691418989273
28,14,27,1.9675947823823790256571
28,16,15,0.64193448380904822185503
28,16,17,0.30376809627630092347846
28,16,19,0.50739994195980644773153
28,16,21,0.55318187690010020031726
28,16,23,0.56406436373740887408420
28,16,25,0.56672190821462947924753
28,16,27,0.56737918332786660597724
28,18,15,1.0845484736662490997130
28,18,17,0.13884589358089995437952
28,18,19,0.064785952102605569873546
28,18,21,0.11056788704289932245928
28,18,23,0.12145037388020799622622
28,18,25,0.12410791835742860138954
28,18,27,0.12476519347066572811926
28,20,15,1.1801935528053317030805
28,20,17,0.23449097271998255774704
28,20,19,0.030859127036477033493974
28,20,21,0.014922807903816719091760
28,20,23,0.025805294741125392858699
28,20,25,0.028462839218345998022025
28,20,27,0.029120114331583124751742
28,22,15,1.2024090219357346979778
28,22,17,0.25670644185038555264429
28,22,19,0.053074596166880028391224
28,22,21,0.0072926612265862758054905
28,22,23,0.0035898256107223979614485
28,22,25,0.0062473700879430031247751
28,22,27,0.0069046452011801298544919
28,24,15,1.2077747913251884278230
28,24,17,0.26207221123983928248953
28,24,19,0.058440365556333758236459
28,24,21,0.012658430616040005650726
28,24,23,0.0017759437787313318837870
28,24,25,0.00088160069848927327953967
28,24,27,0.0015388758117264000092564
28,26,15,1.2090950536148701933283
28,26,17,0.26339247352952104799481
28,26,19,0.059760627846015523741742
28,26,21,0.013978692905721771156009
28,26,23,0.0030962060684130973890697
28,26,25,0.00043866159119249222574308
28,26,27,0.00021861352204463450397369
30,15,16,0.055241529975994874776990
30,15,18,0.070897148451555531250716
30,15,20,0.14541929597216384731167
30,15,22,0.17065527292023817839159
30,15,24,0.17776744228854799628255
30,15,26,0.17963752647350574136638
30,15,28,0.18011540829637863564569
30,17,16,0.063208646708205998392918
30,17,18,0.062930031719344407634787
30,17,20,0.13745217923995272369574
30,17,22,0.16268815618802705477566
30,17,24,0.16980032555633687266662
30,17,26,0.17167040974129461775045
30,17,28,0.17214829156416751202976
30,19,16,0.17205065916961765041119
30,19,18,0.045911980742067244383487
30,19,20,0.028610166778541071677464
30,19,22,0.053846143726615402757389
30,19,24,0.060958313094925220648351
30,19,26,0.062828397279882965732181
